Einheit;Kilowattstunden;Kilowattstunden
Zählpunkt;AT0031000000000000000000011111;AT0031000000000000000000011111
;Verbrauch;Erzeugung
Spaltensumme / minimale Qualität;1 945,389000;922,895395
07.01.2024 21:15:00;0,031000;0,000000
07.01.2024 21:30:00;0,026000;0,000000
07.01.2024 21:45:00;0,016000;0,000000
07.01.2024 22:00:00;0,018000;0,000000
07.01.2024 22:15:00;0,021000;0,000000
07.01.2024 22:30:00;0,017000;0,000000
07.01.2024 22:45:00;0,029000;0,000000
07.01.2024 23:00:00;0,019000;0,000000
07.01.2024 23:15:00;0,016000;0,000000
07.01.2024 23:30:00;0,019000;0,000000
07.01.2024 23:45:00;0,014000;0,000000
